[[守秘義務と安全確保はどう両立するか]],自他害リスクや虐待疑いがある場合の情報共有の考え方を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[インシデントレポートとは何か]],医療事故やヒヤリハットを組織学習につなげる記録方法を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[ルートコーズ分析とは何か]],事故の個人責任化を避けシステム要因を分析する方法を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[多職種カンファレンスでリスクをどう共有するか]],自殺・暴力・身体合併症・生活危機をチームで共有する方法を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[精神科病棟の安全文化とは何か]],報告しやすさ・非懲罰性・学習する組織を作る考え方を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[身体合併症急変時の対応とは何か]],バイタル異常・意識障害・けいれん・低血糖などへの初期対応を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[けいれん発作への初期対応とは何か]],安全確保・気道管理・発作時間確認・救急薬使用を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[低血糖による精神症状をどう見抜くか]],意識変容・焦燥・異常行動の背景に低血糖を疑い対応する方法を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[感染症による精神症状をどう評価するか]],発熱・炎症・せん妄・高齢者の非典型症状を確認する視点を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[退院時の安全計画とは何か]],再発サイン・服薬・支援先・危機時対応を退院前に共有する方法を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[精神科診療における訴訟リスクをどう減らすか]],説明・同意・記録・リスク評価・連携を丁寧に行う方法を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[医療者のメンタルヘルス危機対応とは何か]],バーンアウト・二次受傷・自殺リスクに対する組織的支援を整理する,content/04_臨床実践・治療/医療安全・危機対応
